2013-01-01 19:59:03	1176180	1274178	3	Mediocre
2013-01-01 21:33:30	1242246	1274448	3	Value of product was just alright
2013-01-01 21:48:00	1027478	1274666	3	I felt is was OK
2013-01-01 23:44:48	1111142	1274048	3	It was alright
2013-01-01 23:59:07	1113534	1274676	3	I feel it is decent
2013-01-02 00:05:23	1246663	1274267	4	You won't find another as good as this one.
2013-01-02 00:23:44	1206218	1274628	4	OK value
2013-01-02 00:27:24	1048350	1274232	3	It was just alright
2013-01-02 00:41:10	1057630	1274673	1	Why does the red one cost ten times more than the others?
2013-01-02 00:41:31	1139783	1274054	3	Mediocre
2013-01-02 01:27:09	1196054	1274021	3	We thought it was average
2013-01-02 04:52:11	1247583	1274727	3	Mediocre
2013-01-02 06:19:16	1149395	1274295	3	This was not the best
2013-01-02 08:48:52	1250081	1274483	4	I feel it is decent
2013-01-02 09:53:34	1161373	1273934	2	Not great, but not bad
2013-01-02 10:25:00	1151640	1274059	2	It was alright
2013-01-02 11:44:15	1114403	1274102	3	Quality was passable
2013-01-02 12:27:03	1132395	1274704	4	I felt it was average
2013-01-02 13:17:16	1198841	1274322	4	This is not the best
2013-01-02 13:52:54	1065572	1273796	2	This is not the best
2013-01-02 14:51:56	1094938	1274272	3	I felt it was average
2013-01-02 16:32:05	1035767	1274466	4	This was not the best
2013-01-02 16:51:02	1074505	1274047	4	Shoddy quality
2013-01-02 17:51:46	1162069	1274243	4	Shoddy quality
2013-01-02 18:54:48	1065449	1274535	4	I recommend this product without hesitation
2013-01-02 19:42:34	1148376	1274221	3	This product is just OK
2013-01-02 20:03:19	1145469	1274299	3	It was alright
2013-01-02 20:28:21	1179629	1274468	4	This product is just OK
2013-01-02 21:04:01	1160751	1273654	3	Average product
2013-01-03 00:00:39	1121612	1274263	4	Quality was passable
2013-01-03 00:37:43	1186244	1274612	3	Second-rate product
2013-01-03 02:31:55	1094326	1273896	3	We thought it was average
2013-01-03 05:07:29	1119067	1274508	4	Mediocre quality
2013-01-03 05:52:46	1178888	1274466	4	I think it is average
2013-01-03 07:18:16	1204500	1274348	3	Quality was passable
2013-01-03 09:27:16	1174629	1274019	3	It was just alright
2013-01-03 09:43:09	1044765	1274348	3	The product quality was OK
2013-01-03 09:55:06	1147807	1274108	3	OK quality
2013-01-03 10:29:01	1149102	1274498	2	The product is good but not great
2013-01-03 12:17:43	1037263	1274491	2	I feel it is decent
2013-01-03 12:21:15	1166296	1273749	2	I feel it is decent
2013-01-03 13:46:48	1085518	1274463	3	We thought it was average
2013-01-03 14:04:19	1156488	1274730	3	Item quality OK
2013-01-03 14:28:01	1044833	1273850	5	We enjoy the item
2013-01-03 14:47:29	1236312	1274716	4	Meh
2013-01-03 15:29:41	1229981	1273884	4	This is truly fantastic!
2013-01-03 16:01:25	1175733	1273963	2	This item was inferior
2013-01-03 16:03:38	1145647	1273904	3	Average
2013-01-03 16:13:09	1088344	1274345	4	Mediocre
2013-01-03 17:26:02	1186959	1274078	3	Value of product was OK
2013-01-03 18:08:54	1231441	1274021	4	Average
2013-01-03 18:18:57	1051365	1274348	4	Will order another one
2013-01-03 18:46:27	1091628	1273750	4	We thought it was average
2013-01-03 18:46:27	1189421	1274676	4	Shoddy quality
2013-01-03 18:54:34	1159871	1274673	1	This is too expensive
2013-01-03 19:22:37	1044837	1274256	3	OK value
2013-01-03 19:50:48	1094670	1274602	3	Average product
2013-01-03 20:48:43	1210890	1273970	2	Quality was passable
2013-01-03 21:04:27	1211629	1274673	1	Why does the red one cost ten times more than the others?
2013-01-03 22:18:35	1216628	1274517	3	The item was decent
2013-01-03 22:32:40	1079345	1273913	2	Mediocre
2013-01-03 23:05:02	1114526	1274146	3	OK quality
2013-01-03 23:15:57	1029587	1274729	2	It was alright
2013-01-03 23:28:50	1153185	1274085	4	The product is good but not great
2013-01-03 23:45:54	1125227	1273719	3	Does what it should do
2013-01-03 23:57:59	1132395	1274682	3	The item was decent
2013-01-04 01:49:10	1037500	1274021	3	It was alright
2013-01-04 06:36:39	1060887	1274593	3	It was OK
